replicate,internal,provenance_held_out,heldout_minus_internal
325,0.9869507582304201,0.9003818112819184,-0.0865689469485017
326,0.9916489785384405,0.900522087602071,-0.0911268909363695
327,0.9884429999379787,0.8976209836002945,-0.09082201633768416
328,0.9917397937583532,0.9007111254391801,-0.09102866831917311
329,0.9908819303901755,0.9015559583762821,-0.08932597201389336
330,0.9962675606605372,0.8981182651296207,-0.09814929553091656
331,0.9862775686208778,0.9014195786504385,-0.08485798997043925
332,0.9946276252690867,0.9014354774281731,-0.09319214784091356
333,0.9916489785384405,0.900767693055163,-0.09088128548327745
334,0.9916940538361482,0.8988777004456051,-0.09281635339054306
335,0.9905904953508892,0.8992357554733538,-0.0913547398775354
336,0.9903842897279369,0.9006589406671769,-0.08972534906076002
337,0.9882938851487179,0.9007972531438209,-0.08749663200489699
338,0.994782203587235,0.8995957519689703,-0.09518645161826467
339,0.9863302075748441,0.8997501195286302,-0.08658008804621398
340,0.9879066408357965,0.9001183848918887,-0.08778825594390782
341,0.9908819303901755,0.9009582526985351,-0.08992367769164034
342,0.9900962548090498,0.9038467316814295,-0.08624952312762035
343,0.9938577803281065,0.9032282588473585,-0.09062952148074799
344,0.9864721435336143,0.9046056669881789,-0.08186647654543544
345,0.9876404243311697,0.8958493410477347,-0.091791083283435
346,0.9933625583986782,0.8996994055804443,-0.0936631528182339
347,0.989695525804097,0.8964270502582695,-0.09326847554582751
348,0.9924829344651829,0.8950490308669319,-0.09743390359825099
349,0.9840137671274128,0.8954693615765327,-0.08854440555088017
350,0.9918124698317424,0.898508628285783,-0.09330384154595939
351,0.9896293036014537,0.8948960937671767,-0.09473320983427702
352,0.9946356877571224,0.9028648843364694,-0.09177080342065302
353,0.9907078449628733,0.9007441314726238,-0.08996371349024956
354,0.991750826179663,0.8982622938508262,-0.0934885323288368
355,0.9880822562672434,0.894923904198783,-0.09315835206846046
356,0.9906193237503228,0.9021067354574569,-0.0885125882928659
357,0.9895260539408222,0.8987179156622099,-0.09080813827861223
358,0.9878675178029624,0.8993902353109141,-0.08847728249204834
359,0.9879159870745055,0.898391560259511,-0.0895244268149945
360,0.9912718021537842,0.8981241673624618,-0.09314763479132238
361,0.9868442167795205,0.9019238601488029,-0.08492035663071762
362,0.9913537251572729,0.896982641670253,-0.09437108348701995
363,0.990266973182142,0.8992244983342168,-0.09104247484792516
364,0.9887472377414452,0.8996737333025652,-0.08907350443888007
365,0.9918801911374932,0.8948081837784138,-0.09707200735907939
366,0.9907567922273804,0.9035180364844159,-0.08723875574296458
367,0.9931320752598096,0.8995224065908228,-0.09360966866898679
368,0.9902813802084793,0.8993533844300076,-0.09092799577847177
369,0.9880934436781798,0.8976495538110644,-0.09044388986711538
370,0.9871970393185029,0.9014068969220075,-0.0857901423964954
371,0.9899867032341295,0.9003477046142997,-0.08963899861982982
372,0.9920968798830386,0.9012126583994738,-0.09088422148356479
373,0.9861737574534195,0.9011337567818468,-0.08504000067157269
374,0.9896019013666072,0.9002189181851897,-0.08938298318141746
375,0.9919118743853295,0.8949113508338091,-0.09700052355152033
376,0.9950904722045469,0.900445745667858,-0.09464472653668898
377,0.9901112916583011,0.9017850323146241,-0.088326259343677
378,0.9933929192104024,0.9034729589867058,-0.08991996022369664
379,0.9864721435336143,0.9037364424066846,-0.08273570112692974
380,0.9885590838348915,0.9003172789962982,-0.08824180483859334
381,0.9908586178215165,0.8991989584040653,-0.09165965941745124
382,0.9940411281336218,0.9020417222686614,-0.09199940586496036
383,0.9925186099577301,0.8975300550620405,-0.09498855489568958
384,0.9897298811063262,0.9020381329301679,-0.08769174817615832
385,0.9879036810495544,0.8971241830260004,-0.090779498023554
386,0.9902301568455242,0.9053059259572617,-0.08492423088826251
387,0.987730195357047,0.8966215781617654,-0.09110861719528163
388,0.9864543316611144,0.9002242493322855,-0.0862300823288289
389,0.9887316523530076,0.9033174853407614,-0.08541416701224624
390,0.9864933795003473,0.8999972158422498,-0.08649616365809754
391,0.9889524449235366,0.9007263356689075,-0.08822610925462915
392,0.9904225364373559,0.8993629273599583,-0.09105960907739763
393,0.9870741931140344,0.8983272387823394,-0.088746954331695
394,0.9855140665918087,0.8956638842779228,-0.08985018231388597
395,0.9886789661691219,0.8994931784967554,-0.08918578767236651
396,0.9878704403448565,0.902120392821807,-0.08575004752304949
397,0.9927367578701075,0.8974364961887503,-0.09530026168135719
398,0.9889524449235366,0.902321087465638,-0.08663135745789863
399,0.991009817253805,0.8932545140790343,-0.09775530317477066
400,0.9911381367809322,0.8944080094011019,-0.09673012737983033
401,0.9918006056370836,0.8986692499049269,-0.0931313557321567
402,0.993281609188967,0.9010491416337026,-0.09223246755526437
403,0.9911498465556569,0.9005550348224448,-0.09059481173321204
404,0.9871611736899322,0.9017493991355628,-0.08541177455436932
405,0.993401212333303,0.8982149622470454,-0.09518625008625758
406,0.9947897535292908,0.9043599798302955,-0.0904297736989953
407,0.9942439686961384,0.8972976911064253,-0.09694627758971308
408,0.9888230851672303,0.9032836143475849,-0.08553947081964541
409,0.9886725244467703,0.9024785621452468,-0.08619396230152354
410,0.9941350414213007,0.9021256964865824,-0.09200934493471835
411,0.9937464496288025,0.9007771675825832,-0.09296928204621935
412,0.9944980746853522,0.9023995448452355,-0.09209852984011668
413,0.9835947987066801,0.8978291344449122,-0.0857656642617679
414,0.9931423331477814,0.8984995303853699,-0.09464280276241155
415,0.989617431464289,0.8969640905009345,-0.09265334096335454
416,0.9935018312437283,0.9029621774021376,-0.09053965384159068
417,0.9878160909894321,0.904211147584219,-0.08360494340521307
418,0.990728709606743,0.8999624736028773,-0.09076623600386569
419,0.9947455291242352,0.9027031558584272,-0.092042373265808
420,0.9926518659645595,0.8998177318134505,-0.09283413415110897
421,0.9886454252319784,0.8998641854023696,-0.08878123982960884
422,0.9938497178400706,0.8946636634800015,-0.09918605436006911
423,0.9911263163092289,0.9039834599192748,-0.08714285638995412
424,0.9931423331477814,0.9017188805909079,-0.09142345255687356
425,0.9903584096854158,0.9012179563357924,-0.0891404533496234
426,0.9925405755393536,0.8980938280756393,-0.09444674746371429
427,0.9922398427163758,0.8988588682965369,-0.09338097441983884
428,0.9918801911374932,0.9002889196242679,-0.09159127151322521
429,0.991764361923351,0.8966593139540754,-0.09510504796927566
430,0.9917286613380408,0.8987123375547846,-0.0930163237832562
431,0.9893693208708068,0.904625571679829,-0.08474374919097771
432,0.9918801911374932,0.9001395593108376,-0.0917406318266556
433,0.9938659624486578,0.9041839169088458,-0.08968204553981196
434,0.9889524449235366,0.8991604942542505,-0.08979195066928614
435,0.9930043406305707,0.8999916121986278,-0.09301272843194297
436,0.9932914046121594,0.902038905338964,-0.09125249927319534
437,0.9912412324939851,0.903394834968402,-0.0878463975255831
438,0.9943461810243824,0.9016849180178524,-0.09266126300652999
439,0.9916489785384405,0.9010037988492973,-0.09064517968914321
440,0.9920890842978699,0.9007096800563313,-0.09137940424153856
441,0.9903842897279369,0.9013618404475482,-0.08902244928038872
442,0.991890852350339,0.9010083399773952,-0.09088251237294387
443,0.989617431464289,0.8999040024343957,-0.08971342902989332
444,0.9855554752995181,0.9017960094875871,-0.08375946581193106
445,0.9897185414053048,0.9017326555543487,-0.08798588585095612
446,0.9923785855642674,0.9020721362215243,-0.09030644934274312
447,0.9854125250077641,0.9032526149294888,-0.08215991007827528
448,0.9921122216819324,0.8997325165762161,-0.09237970510571625
449,0.991764361923351,0.8986797679978299,-0.09308459392552115
450,0.9940033873878581,0.9048695460674301,-0.08913384132042801
451,0.9918006056370836,0.899406365044403,-0.09239424059268064
452,0.9903584096854158,0.8973168634406653,-0.09304154624475047
453,0.9912718021537842,0.8969493961949301,-0.0943224059588541
454,0.988108661222864,0.9000422156355169,-0.08806644558734711
455,0.9938752407383594,0.8953295545431897,-0.09854568619516968
456,0.9923785855642674,0.904356501076216,-0.08802208448805138
457,0.9893852752160837,0.8996262488340379,-0.0897590263820458
458,0.9881806073756539,0.90041378496911,-0.08776682240654399
459,0.9899658090316246,0.9000777581652293,-0.08988805086639529
460,0.9895414993306559,0.896389345551421,-0.09315215377923491
461,0.9941046981334591,0.8997220332360003,-0.09438266489745883
462,0.9887093407833881,0.9061295265564056,-0.08257981422698257
463,0.9867546563656179,0.9017073804626378,-0.08504727590298011
464,0.9922516209280916,0.9017296868667682,-0.09052193406132336
465,0.9916365252505326,0.9033967033386593,-0.0882398219118733
466,0.9933406146292622,0.8996505193350611,-0.09369009529420103
